,Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick,Matches
0,2021-10-21, Bogdan,ATL,G,DAL,vs.,15.5,-115,16.57,1.07,15.5,11.0,o,0.47,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
1,2021-10-23, Bogdan,ATL,G,CLE,@,14.5,-115,15.29,0.79,14.5,5.0,o,0.45,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
2,2021-10-25, Bogdan,ATL,G,DET,vs.,15.5,-115,12.85,-2.65,15.5,14.0,u,0.45,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
3,2021-10-27, Bogdan,ATL,G,NOR,@,12.5,-125,13.7,1.2,12.5,12.0,o,0.45,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
4,2021-10-28, Bogdan,ATL,G,WAS,@,12.5,-105,16.72,4.22,12.5,14.0,o,0.42,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
5,2021-10-30, Bogdan,ATL,G,PHI,@,12.5,-113,15.71,3.21,12.5,13.0,o,0.45,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
6,2021-11-01, Bogdan,ATL,G,WAS,vs.,12.5,-115,17.02,4.52,12.5,16.0,o,0.52,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
7,2021-11-03, Bogdan,ATL,G,BKN,@,13.5,-107,16.81,3.31,13.5,8.0,o,0.55,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
8,2021-11-04, Bogdan,ATL,G,UTH,vs.,12.5,-115,15.37,2.87,12.5,8.0,o,0.53,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
9,2021-11-06, Bogdan,ATL,G,PHO,@,12.5,-110,15.88,3.38,12.5,18.0,o,0.48,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
10,2021-11-08, Bogdan,ATL,G,GSW,@,12.5,-113,15.57,3.07,12.5,17.0,o,0.44,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
11,2021-11-14, Bogdan,ATL,G,MIL,vs.,13.5,-105,14.6,1.1,13.5,6.0,o,0.47,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
12,2021-11-15, Bogdan,ATL,G,ORL,vs.,12.5,-115,12.62,0.12,12.5,20.0,o,0.47,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
13,2021-11-20, Bogdan,ATL,G,CHA,vs.,12.5,-122,16.82,4.32,12.5,7.0,o,0.56,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
14,2021-11-22, Bogdan,ATL,G,OKC,vs.,12.5,-115,12.71,0.2,12.5,13.0,o,0.53,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
15,2021-11-24, Bogdan,ATL,G,SAS,@,12.5,-110,14.0,1.5,12.5,18.0,o,0.46,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
16,2021-11-26, Bogdan,ATL,G,MEM,@,12.5,-110,17.15,4.65,12.5,8.0,o,0.4,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
17,2021-11-27, Bogdan,ATL,G,NYK,vs.,11.5,-125,14.06,2.56,11.5,2.0,o,0.42,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
18,2021-12-22, Bogdan,ATL,G,ORL,vs.,15.5,105,14.46,-1.04,15.5,6.0,u,0.6,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
19,2021-12-25, Bogdan,ATL,G,NYK,@,15.5,-113,13.58,-1.92,15.5,8.0,u,0.6,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
20,2021-12-27, Bogdan,ATL,G,CHI,vs.,15.5,-105,14.29,-1.21,15.5,20.0,u,0.57,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
21,2022-01-07, Bogdan,ATL,G,LAL,@,11.5,-115,13.5,2.0,11.5,15.0,o,0.61,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
22,2022-01-09, Bogdan,ATL,G,LAC,@,13.5,-120,12.7,-0.8,13.5,19.0,u,0.61,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
23,2022-01-12, Bogdan,ATL,G,MIA,vs.,14.5,-120,12.1,-2.4,14.5,15.0,u,0.55,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
24,2022-01-14, Bogdan,ATL,G,MIA,@,14.5,105,14.7,0.2,14.5,7.0,o,0.53,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
25,2022-01-15, Bogdan,ATL,G,NYK,vs.,13.5,-112,12.8,-0.7,13.5,0.0,u,0.53,1,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
26,2022-01-26, Bogdan,ATL,G,SAC,vs.,10.5,-110,11.6,1.1,10.5,,o,0.43,0,"[('Bogdan Bogdanović', 90), ('Bogdan Bogdanović', 90)]"
27,2021-10-20,Aaron Gordon,DEN,F,PHO,@,10.5,-113,13.29,2.79,10.5,12.0,o,0.33,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
28,2021-10-22,Aaron Gordon,DEN,F,SAS,vs.,11.5,-103,13.78,2.28,11.5,8.0,o,0.47,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
29,2021-10-25,Aaron Gordon,DEN,F,CLE,vs.,10.5,-127,13.59,3.09,10.5,12.0,o,0.45,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
30,2021-10-26,Aaron Gordon,DEN,F,UTH,@,10.5,-127,12.47,1.98,10.5,20.0,o,0.43,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
31,2021-10-29,Aaron Gordon,DEN,F,DAL,vs.,11.5,-115,14.18,2.67,11.5,13.0,o,0.45,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
32,2021-10-30,Aaron Gordon,DEN,F,MIN,@,12.5,-121,14.57,2.07,12.5,12.0,o,0.45,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
33,2021-11-01,Aaron Gordon,DEN,F,MEM,@,12.5,100,14.6,2.1,12.5,15.0,o,0.52,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
34,2021-11-03,Aaron Gordon,DEN,F,MEM,@,12.5,-125,12.4,-0.1,12.5,9.0,u,0.55,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
35,2021-11-06,Aaron Gordon,DEN,F,HOU,vs.,11.5,-122,13.5,2.0,11.5,9.0,o,0.48,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
36,2021-11-08,Aaron Gordon,DEN,F,MIA,vs.,11.5,100,13.14,1.64,11.5,10.0,o,0.44,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
37,2021-11-10,Aaron Gordon,DEN,F,IND,vs.,14.5,-105,14.86,0.36,14.5,8.0,o,0.45,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
38,2021-11-12,Aaron Gordon,DEN,F,ATL,vs.,11.5,-115,14.85,3.35,11.5,23.0,o,0.46,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
39,2021-11-14,Aaron Gordon,DEN,F,POR,vs.,11.5,-125,14.09,2.59,11.5,11.0,o,0.47,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
40,2021-11-15,Aaron Gordon,DEN,F,DAL,@,12.5,-118,13.04,0.54,12.5,14.0,o,0.47,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
41,2021-11-18,Aaron Gordon,DEN,F,PHI,vs.,11.5,-130,13.95,2.45,11.5,9.0,o,0.55,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
42,2021-11-21,Aaron Gordon,DEN,F,PHO,@,15.5,-125,14.6,-0.9,15.5,16.0,u,0.55,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
43,2021-11-23,Aaron Gordon,DEN,F,POR,@,15.5,100,14.52,-0.98,15.5,11.0,u,0.49,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
44,2021-11-26,Aaron Gordon,DEN,F,MIL,vs.,14.5,-106,14.31,-0.19,14.5,18.0,u,0.4,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
45,2021-11-29,Aaron Gordon,DEN,F,MIA,@,12.5,100,14.33,1.83,12.5,20.0,o,0.49,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
46,2021-12-01,Aaron Gordon,DEN,F,ORL,@,14.5,100,15.23,0.73,14.5,17.0,o,0.49,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
47,2021-12-04,Aaron Gordon,DEN,F,NYK,@,14.5,100,15.39,0.89,14.5,5.0,o,0.55,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
48,2021-12-06,Aaron Gordon,DEN,F,CHI,@,13.5,-125,14.87,1.37,13.5,18.0,o,0.51,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
49,2021-12-08,Aaron Gordon,DEN,F,NOR,@,13.5,-128,15.78,2.28,13.5,10.0,o,0.55,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
50,2021-12-09,Aaron Gordon,DEN,F,SAS,@,13.5,-110,15.07,1.57,13.5,25.0,o,0.56,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
51,2021-12-11,Aaron Gordon,DEN,F,SAS,@,14.5,100,15.92,1.42,14.5,16.0,o,0.51,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
52,2021-12-13,Aaron Gordon,DEN,F,WAS,vs.,14.5,100,15.41,0.92,14.5,16.0,o,0.49,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
53,2021-12-15,Aaron Gordon,DEN,F,MIN,vs.,14.5,-113,16.54,2.04,14.5,8.0,o,0.57,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
54,2021-12-17,Aaron Gordon,DEN,F,ATL,@,14.5,100,15.69,1.19,14.5,16.0,o,0.57,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
55,2021-12-22,Aaron Gordon,DEN,F,OKC,@,14.5,-120,13.9,-0.6,14.5,12.0,u,0.6,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
56,2022-01-01,Aaron Gordon,DEN,F,HOU,@,15.5,-120,14.3,-1.2,15.5,16.0,u,0.57,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
57,2022-01-03,Aaron Gordon,DEN,F,DAL,@,12.5,-118,13.83,1.33,12.5,15.0,o,0.57,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
58,2022-01-05,Aaron Gordon,DEN,F,UTH,vs.,14.5,-130,13.8,-0.7,14.5,17.0,u,0.56,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
59,2022-01-07,Aaron Gordon,DEN,F,SAC,vs.,13.5,-115,14.3,0.8,13.5,10.0,o,0.61,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
60,2022-01-09,Aaron Gordon,DEN,F,OKC,@,13.5,100,13.3,-0.2,13.5,4.0,u,0.61,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
61,2022-01-11,Aaron Gordon,DEN,F,LAC,@,13.5,-111,13.6,0.1,13.5,30.0,o,0.57,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
62,2022-01-13,Aaron Gordon,DEN,F,POR,vs.,13.5,-120,14.1,0.6,13.5,5.0,o,0.54,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
63,2022-01-15,Aaron Gordon,DEN,F,LAL,vs.,14.5,100,14.7,0.2,14.5,11.0,o,0.53,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
64,2022-01-16,Aaron Gordon,DEN,F,UTH,vs.,12.5,-105,11.8,-0.7,12.5,20.0,u,0.57,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
65,2022-01-19,Aaron Gordon,DEN,F,LAC,vs.,13.5,-121,14.2,0.7,13.5,28.0,o,0.62,1,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
66,2022-01-21,Aaron Gordon,DEN,F,MEM,vs.,14.5,-105,14.3,-0.2,14.5,16.0,u,0.59,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
67,2022-01-23,Aaron Gordon,DEN,F,DET,vs.,14.5,-103,14.8,0.3,14.5,13.0,o,0.55,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
68,2022-01-26,Aaron Gordon,DEN,F,BKN,@,15.5,-113,15.0,-0.5,15.5,,u,0.43,0,"[('Aaron Gordon', 100), ('Aaron Gordon', 100)]"
69,2021-10-27,Aaron Holiday,WAS,G,BOS,@,8.5,-125,5.97,-2.53,8.5,9.0,u,0.45,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
70,2021-10-30,Aaron Holiday,WAS,G,BOS,vs.,5.5,-115,6.76,1.26,5.5,6.0,o,0.45,1,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
71,2021-11-03,Aaron Holiday,WAS,G,TOR,vs.,5.5,-115,6.36,0.86,5.5,0.0,o,0.55,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
72,2021-11-10,Aaron Holiday,WAS,G,CLE,@,5.5,105,5.62,0.12,5.5,2.0,o,0.45,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
73,2021-11-13,Aaron Holiday,WAS,G,ORL,@,9.5,-105,5.54,-3.96,9.5,11.0,u,0.49,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
74,2021-11-15,Aaron Holiday,WAS,G,NOR,vs.,11.5,-113,6.15,-5.35,11.5,12.0,u,0.47,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
75,2021-11-18,Aaron Holiday,WAS,G,MIA,@,9.5,100,5.89,-3.61,9.5,4.0,u,0.55,1,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
76,2021-11-27,Aaron Holiday,WAS,G,DAL,@,8.5,-118,5.27,-3.23,8.5,7.0,u,0.42,1,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
77,2021-12-06,Aaron Holiday,WAS,G,IND,@,8.5,-118,5.57,-2.93,8.5,11.0,u,0.51,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
78,2021-12-16,Aaron Holiday,WAS,G,PHO,@,8.5,-115,5.83,-2.67,8.5,11.0,u,0.56,0,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
79,2021-12-26,Aaron Holiday,WAS,G,PHI,vs.,12.5,100,6.15,-6.35,12.5,8.0,u,0.57,1,"[('Aaron Holiday', 100), ('Aaron Holiday', 100)]"
80,2021-11-10,Aaron Nesmith,BOS,G,TOR,vs.,5.5,-120,2.14,-3.36,5.5,0.0,u,0.45,1,"[('Aaron Nesmith', 100), ('Aaron Nesmith', 100)]"
81,2021-12-18,Aaron Nesmith,BOS,G,NYK,vs.,10.5,-128,8.2,-2.3,10.5,0.0,u,0.59,1,"[('Aaron Nesmith', 100), ('Aaron Nesmith', 100)]"
82,2021-12-29,Aaron Wiggins,OKC,G,PHO,@,10.5,-105,8.2,-2.3,10.5,22.0,u,0.58,0,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
83,2021-12-31,Aaron Wiggins,OKC,G,NYK,vs.,10.5,-115,9.8,-0.7,10.5,13.0,u,0.57,0,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
84,2022-01-02,Aaron Wiggins,OKC,G,DAL,vs.,11.5,-105,9.9,-1.6,11.5,10.0,u,0.56,1,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
85,2022-01-05,Aaron Wiggins,OKC,G,MIN,@,9.5,-113,7.9,-1.6,9.5,11.0,u,0.56,0,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
86,2022-01-07,Aaron Wiggins,OKC,G,MIN,vs.,9.5,-105,7.2,-2.3,9.5,13.0,u,0.61,0,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
87,2022-01-09,Aaron Wiggins,OKC,G,DEN,vs.,9.5,-125,9.2,-0.3,9.5,8.0,u,0.61,1,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
88,2022-01-11,Aaron Wiggins,OKC,G,WAS,@,9.5,-110,8.8,-0.7,9.5,2.0,u,0.57,1,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
89,2022-01-13,Aaron Wiggins,OKC,G,BKN,@,8.5,-105,8.34,-0.16,8.5,9.0,u,0.54,0,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
90,2022-01-19,Aaron Wiggins,OKC,G,SAS,@,9.5,-110,9.6,0.1,9.5,19.0,o,0.62,1,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
91,2022-01-21,Aaron Wiggins,OKC,G,CHA,@,9.5,-115,9.8,0.3,9.5,5.0,o,0.59,0,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
92,2022-01-24,Aaron Wiggins,OKC,G,CHI,vs.,9.5,-110,7.8,-1.7,9.5,5.0,u,0.51,1,"[('Aaron Wiggins', 100), ('Aaron Wiggins', 100)]"
93,2021-11-10,Abdel Nader,PHO,F,POR,vs.,4.5,-125,2.39,-2.11,4.5,4.0,u,0.45,1,"[('Abdel Nader', 100), ('Abdel Nader', 100)]"
94,2021-10-22,Al Horford,BOS,C,TOR,vs.,11.5,-105,10.52,-0.98,11.5,11.0,u,0.47,1,"[('Al Horford', 100), ('Al Horford', 100)]"
95,2021-10-24,Al Horford,BOS,C,HOU,@,13.5,-105,11.13,-2.37,13.5,17.0,u,0.43,0,"[('Al Horford', 100), ('Al Horford', 100)]"
96,2021-10-27,Al Horford,BOS,C,WAS,vs.,14.5,-127,11.99,-2.51,14.5,16.0,u,0.45,0,"[('Al Horford', 100), ('Al Horford', 100)]"
97,2021-10-30,Al Horford,BOS,C,WAS,@,14.5,-130,12.03,-2.47,14.5,8.0,u,0.45,1,"[('Al Horford', 100), ('Al Horford', 100)]"
98,2021-11-01,Al Horford,BOS,C,CHI,vs.,13.5,-110,12.01,-1.49,13.5,20.0,u,0.52,0,"[('Al Horford', 100), ('Al Horford', 100)]"
99,2021-11-03,Al Horford,BOS,C,ORL,@,13.5,-125,11.78,-1.73,13.5,12.0,u,0.55,1,"[('Al Horford', 100), ('Al Horford', 100)]"
100,2021-11-04,Al Horford,BOS,C,MIA,@,12.5,-105,10.72,-1.78,12.5,10.0,u,0.53,1,"[('Al Horford', 100), ('Al Horford', 100)]"
101,2021-11-06,Al Horford,BOS,C,DAL,@,14.5,-115,12.02,-2.48,14.5,14.0,u,0.48,1,"[('Al Horford', 100), ('Al Horford', 100)]"
102,2021-11-10,Al Horford,BOS,C,TOR,vs.,14.5,-110,11.63,-2.87,14.5,10.0,u,0.45,1,"[('Al Horford', 100), ('Al Horford', 100)]"
103,2021-11-12,Al Horford,BOS,C,MIL,vs.,14.5,-110,11.4,-3.1,14.5,9.0,u,0.46,1,"[('Al Horford', 100), ('Al Horford', 100)]"
104,2021-11-15,Al Horford,BOS,C,CLE,@,12.5,-115,10.48,-2.02,12.5,17.0,u,0.47,0,"[('Al Horford', 100), ('Al Horford', 100)]"
105,2021-11-17,Al Horford,BOS,C,ATL,@,14.5,-128,13.0,-1.5,14.5,13.0,u,0.5,1,"[('Al Horford', 100), ('Al Horford', 100)]"
106,2021-11-19,Al Horford,BOS,C,LAL,vs.,14.5,-105,13.09,-1.41,14.5,18.0,u,0.56,0,"[('Al Horford', 100), ('Al Horford', 100)]"
107,2021-11-20,Al Horford,BOS,C,OKC,vs.,14.5,100,11.15,-3.35,14.5,10.0,u,0.56,1,"[('Al Horford', 100), ('Al Horford', 100)]"
108,2021-11-22,Al Horford,BOS,C,HOU,vs.,13.5,-105,10.86,-2.64,13.5,11.0,u,0.53,1,"[('Al Horford', 100), ('Al Horford', 100)]"
109,2021-11-24,Al Horford,BOS,C,BKN,vs.,13.5,-125,12.22,-1.28,13.5,8.0,u,0.46,1,"[('Al Horford', 100), ('Al Horford', 100)]"
110,2021-11-26,Al Horford,BOS,C,SAS,@,12.5,-115,12.78,0.28,12.5,4.0,o,0.4,0,"[('Al Horford', 100), ('Al Horford', 100)]"
111,2021-11-28,Al Horford,BOS,C,TOR,@,11.5,100,11.14,-0.36,11.5,17.0,u,0.48,0,"[('Al Horford', 100), ('Al Horford', 100)]"
112,2021-12-01,Al Horford,BOS,C,PHI,vs.,11.5,-110,11.04,-0.46,11.5,10.0,u,0.49,1,"[('Al Horford', 100), ('Al Horford', 100)]"
113,2021-12-03,Al Horford,BOS,C,UTH,@,12.5,-127,10.79,-1.71,12.5,21.0,u,0.55,0,"[('Al Horford', 100), ('Al Horford', 100)]"
114,2021-12-07,Al Horford,BOS,C,LAL,@,13.5,-113,13.27,-0.23,13.5,7.0,u,0.52,1,"[('Al Horford', 100), ('Al Horford', 100)]"
115,2021-12-08,Al Horford,BOS,C,LAC,@,12.5,-110,10.95,-1.55,12.5,11.0,u,0.55,1,"[('Al Horford', 100), ('Al Horford', 100)]"
116,2021-12-10,Al Horford,BOS,C,PHO,@,14.5,-120,12.6,-1.9,14.5,9.0,u,0.51,1,"[('Al Horford', 100), ('Al Horford', 100)]"
117,2021-12-13,Al Horford,BOS,C,MIL,vs.,11.5,-128,12.67,1.17,11.5,10.0,o,0.49,0,"[('Al Horford', 100), ('Al Horford', 100)]"
118,2021-12-27,Al Horford,BOS,C,MIN,@,13.5,-121,13.6,0.1,13.5,16.0,o,0.57,1,"[('Al Horford', 100), ('Al Horford', 100)]"
119,2021-12-29,Al Horford,BOS,C,LAC,vs.,13.5,-111,12.7,-0.8,13.5,9.0,u,0.58,1,"[('Al Horford', 100), ('Al Horford', 100)]"
120,2021-12-31,Al Horford,BOS,C,PHO,vs.,14.5,-105,12.69,-1.81,14.5,4.0,u,0.57,1,"[('Al Horford', 100), ('Al Horford', 100)]"
121,2022-01-02,Al Horford,BOS,C,ORL,vs.,14.5,-122,14.3,-0.2,14.5,9.0,u,0.56,1,"[('Al Horford', 100), ('Al Horford', 100)]"
122,2022-01-05,Al Horford,BOS,C,SAS,vs.,10.5,-113,12.0,1.5,10.5,4.0,o,0.56,0,"[('Al Horford', 100), ('Al Horford', 100)]"
123,2022-01-06,Al Horford,BOS,C,NYK,@,9.5,-105,10.4,0.9,9.5,7.0,o,0.58,0,"[('Al Horford', 100), ('Al Horford', 100)]"
124,2022-01-08,Al Horford,BOS,C,NYK,vs.,9.5,-111,11.24,1.74,9.5,3.0,o,0.62,0,"[('Al Horford', 100), ('Al Horford', 100)]"
125,2022-01-10,Al Horford,BOS,C,IND,vs.,9.5,110,11.11,1.61,9.5,3.0,o,0.6,0,"[('Al Horford', 100), ('Al Horford', 100)]"
126,2022-01-12,Al Horford,BOS,C,IND,@,8.5,-125,11.6,3.1,8.5,8.0,o,0.55,0,"[('Al Horford', 100), ('Al Horford', 100)]"
127,2022-01-15,Al Horford,BOS,C,CHI,vs.,8.5,105,9.96,1.46,8.5,15.0,o,0.53,1,"[('Al Horford', 100), ('Al Horford', 100)]"
128,2022-01-17,Al Horford,BOS,C,NOR,vs.,10.5,-113,10.67,0.17,10.5,12.0,o,0.58,1,"[('Al Horford', 100), ('Al Horford', 100)]"
129,2022-01-19,Al Horford,BOS,C,CHA,vs.,10.5,-115,12.9,2.4,10.5,13.0,o,0.62,1,"[('Al Horford', 100), ('Al Horford', 100)]"
130,2022-01-21,Al Horford,BOS,C,POR,vs.,9.5,-103,10.5,1.0,9.5,6.0,o,0.59,0,"[('Al Horford', 100), ('Al Horford', 100)]"
131,2022-01-23,Al Horford,BOS,C,WAS,@,9.5,105,9.7,0.2,9.5,7.0,o,0.55,0,"[('Al Horford', 100), ('Al Horford', 100)]"
132,2022-01-25,Al Horford,BOS,C,SAC,vs.,9.5,-115,11.5,2.0,9.5,3.0,o,0.48,0,"[('Al Horford', 100), ('Al Horford', 100)]"
133,2021-10-20,Alec Burks,NYK,G,BOS,vs.,11.5,-118,10.86,-0.64,11.5,5.0,u,0.33,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
134,2021-10-22,Alec Burks,NYK,G,ORL,@,8.5,-125,9.96,1.46,8.5,12.0,o,0.47,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
135,2021-10-24,Alec Burks,NYK,G,ORL,vs.,9.5,-125,10.16,0.66,9.5,9.0,o,0.43,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
136,2021-10-26,Alec Burks,NYK,G,PHI,vs.,10.5,-115,7.8,-2.7,10.5,8.0,u,0.43,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
137,2021-10-28,Alec Burks,NYK,G,CHI,@,9.5,100,10.29,0.79,9.5,6.0,o,0.42,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
138,2021-10-30,Alec Burks,NYK,G,NOR,@,8.5,-125,10.55,2.05,8.5,10.0,o,0.45,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
139,2021-11-01,Alec Burks,NYK,G,TOR,vs.,8.5,-125,10.01,1.51,8.5,5.0,o,0.52,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
140,2021-11-03,Alec Burks,NYK,G,IND,@,8.5,-115,6.5,-2.0,8.5,10.0,u,0.55,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
141,2021-11-05,Alec Burks,NYK,G,MIL,@,8.5,-107,10.0,1.5,8.5,0.0,o,0.49,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
142,2021-11-08,Alec Burks,NYK,G,PHI,@,8.5,-105,8.66,0.16,8.5,5.0,o,0.44,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
143,2021-11-12,Alec Burks,NYK,G,CHA,@,9.5,-105,11.6,2.1,9.5,15.0,o,0.46,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
144,2021-11-15,Alec Burks,NYK,G,IND,vs.,10.5,-105,10.71,0.2,10.5,8.0,o,0.47,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
145,2021-11-17,Alec Burks,NYK,G,ORL,vs.,10.5,-125,10.2,-0.3,10.5,15.0,u,0.5,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
146,2021-11-20,Alec Burks,NYK,G,HOU,vs.,11.5,-115,11.83,0.33,11.5,20.0,o,0.56,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
147,2021-11-21,Alec Burks,NYK,G,CHI,@,10.5,-110,9.0,-1.5,10.5,13.0,u,0.55,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
148,2021-11-23,Alec Burks,NYK,G,LAL,vs.,13.5,-130,12.9,-0.6,13.5,12.0,u,0.49,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
149,2021-11-26,Alec Burks,NYK,G,PHO,vs.,12.5,-120,11.29,-1.21,12.5,9.0,u,0.4,1,"[('Alec Burks', 100), ('Alec Burks', 100)]"
150,2021-11-27,Alec Burks,NYK,G,ATL,@,13.5,-110,10.9,-2.6,13.5,23.0,u,0.42,0,"[('Alec Burks', 100), ('Alec Burks', 100)]"
